Date,City,Weather Condition,Temperature,Wind Force and Direction,Day Weather,Night Weather,Day Temp,Night Temp,Day Wind Direction,Night Wind Direction,Day Wind Force,Night Wind Force
2012-02-18,beijing,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级,晴,晴,4.0,-7.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-19,beijing,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级,晴,晴,6.0,-5.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-20,beijing,晴/多云,8℃/-4℃,无持续风向≤3级/无持续风向≤3级,晴,多云,8.0,-4.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-21,beijing,多云/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级,多云,多云,5.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-22,beijing,阴/晴,7℃/-2℃,北风3-4级/北风3-4级,阴,晴,7.0,-2.0,北风,北风,3-4级,3-4级
2012-02-23,beijing,晴/阴,5℃/-2℃,无持续风向≤3级/无持续风向≤3级,晴,阴,5.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-24,beijing,阴/多云,5℃/-4℃,北风3-4级/无持续风向≤3级,阴,多云,5.0,-4.0,北风,无持续风向,3-4级,≤3级
2012-02-25,beijing,晴/多云,4℃/-5℃,无持续风向≤3级/无持续风向≤3级,晴,多云,4.0,-5.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-26,beijing,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级,晴,晴,6.0,-5.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-27,beijing,晴/晴,7℃/-3℃,无持续风向≤3级/无持续风向≤3级,晴,晴,7.0,-3.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-28,beijing,多云/多云,6℃/-1℃,无持续风向≤3级/无持续风向≤3级,多云,多云,6.0,-1.0,无持续风向,无持续风向,≤3级,≤3级
2012-02-29,beijing,多云/多云,8℃/0℃,无持续风向≤3级/无持续风向≤3级,多云,多云,8.0,0.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-01,beijing,雨夹雪/雨夹雪,3℃/-2℃,无持续风向≤3级/无持续风向≤3级,雨夹雪,雨夹雪,3.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-02,beijing,小雪/阴,5℃/-1℃,无持续风向≤3级/无持续风向≤3级,小雪,阴,5.0,-1.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-03,beijing,阴/阴,4℃/-2℃,无持续风向≤3级/无持续风向≤3级,阴,阴,4.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-04,beijing,阴/阴,5℃/-1℃,无持续风向≤3级/无持续风向≤3级,阴,阴,5.0,-1.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-05,beijing,雨夹雪/多云,5℃/0℃,无持续风向≤3级/无持续风向≤3级,雨夹雪,多云,5.0,0.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-06,beijing,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级,晴,晴,10.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-07,beijing,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级,晴,晴,10.0,-2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-08,beijing,晴/多云,6℃/-5℃,无持续风向≤3级/无持续风向≤3级,晴,多云,6.0,-5.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-09,beijing,阴/多云,6℃/-3℃,无持续风向≤3级/无持续风向≤3级,阴,多云,6.0,-3.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-10,beijing,晴/晴,6℃/-4℃,北风3-4级/北风3-4级,晴,晴,6.0,-4.0,北风,北风,3-4级,3-4级
2012-03-11,beijing,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级,晴,晴,6.0,-6.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-12,beijing,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级,晴,晴,9.0,-3.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-13,beijing,晴/晴,13℃/-1℃,无持续风向≤3级/无持续风向≤3级,晴,晴,13.0,-1.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-14,beijing,晴/晴,13℃/0℃,无持续风向≤3级/无持续风向≤3级,晴,晴,13.0,0.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-15,beijing,晴/小雨,10℃/4℃,无持续风向≤3级/无持续风向≤3级,晴,小雨,10.0,4.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-16,beijing,阴/多云,14℃/4℃,无持续风向≤3级/无持续风向≤3级,阴,多云,14.0,4.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-17,beijing,雾/小雨,12℃/0℃,无持续风向≤3级/无持续风向≤3级,雾,小雨,12.0,0.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-18,beijing,阴/多云,6℃/-2℃,北风3-4级/无持续风向≤3级,阴,多云,6.0,-2.0,北风,无持续风向,3-4级,≤3级
2012-03-19,beijing,多云/阴,7℃/-1℃,无持续风向≤3级/无持续风向≤3级,多云,阴,7.0,-1.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-20,beijing,多云/多云,12℃/2℃,无持续风向≤3级/无持续风向≤3级,多云,多云,12.0,2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-21,beijing,多云/小雨,12℃/5℃,无持续风向≤3级/无持续风向≤3级,多云,小雨,12.0,5.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-22,beijing,小雨/小雨,7℃/3℃,无持续风向≤3级/北风3-4级,小雨,小雨,7.0,3.0,无持续风向,北风,≤3级,3-4级
2012-03-23,beijing,阴/晴,12℃/2℃,北风5-6级/西北风4-5级,阴,晴,12.0,2.0,北风,西北风,5-6级,4-5级
2012-03-24,beijing,晴/晴,14℃/1℃,北风3-4级/无持续风向≤3级,晴,晴,14.0,1.0,北风,无持续风向,3-4级,≤3级
2012-03-25,beijing,晴/晴,15℃/2℃,无持续风向≤3级/无持续风向≤3级,晴,晴,15.0,2.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-26,beijing,晴/晴,15℃/1℃,无持续风向≤3级/无持续风向≤3级,晴,晴,15.0,1.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-27,beijing,晴/晴,20℃/6℃,无持续风向≤3级/无持续风向≤3级,晴,晴,20.0,6.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-28,beijing,多云/小雨,20℃/10℃,无持续风向≤3级/无持续风向≤3级,多云,小雨,20.0,10.0,无持续风向,无持续风向,≤3级,≤3级
2012-03-29,beijing,阴/多云,19℃/6℃,北风5-6级/北风5-6级,阴,多云,19.0,6.0,北风,北风,5-6级,5-6级
2012-03-30,beijing,晴/多云,13℃/3℃,北风5-6级/北风4-5级,晴,多云,13.0,3.0,北风,北风,5-6级,4-5级
2012-03-31,beijing,晴/多云,17℃/1℃,无持续风向≤3级/无持续风向≤3级,晴,多云,17.0,1.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-01,beijing,多云/小雨,12℃/5℃,无持续风向≤3级/无持续风向≤3级,多云,小雨,12.0,5.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-02,beijing,阵雨/多云,11℃/5℃,北风5-6级/北风5-6级,阵雨,多云,11.0,5.0,北风,北风,5-6级,5-6级
2012-04-03,beijing,晴/浮尘,18℃/4℃,北风4-5级/无持续风向≤3级,晴,浮尘,18.0,4.0,北风,无持续风向,4-5级,≤3级
2012-04-04,beijing,晴/晴,19℃/7℃,西北风4-5级/北风4-5级,晴,晴,19.0,7.0,西北风,北风,4-5级,4-5级
2012-04-05,beijing,晴/多云,17℃/4℃,北风4-5级/无持续风向≤3级,晴,多云,17.0,4.0,北风,无持续风向,4-5级,≤3级
2012-04-06,beijing,晴/晴,20℃/7℃,无持续风向≤3级/无持续风向≤3级,晴,晴,20.0,7.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-07,beijing,多云/晴,24℃/10℃,无持续风向≤3级/北风3-4级,多云,晴,24.0,10.0,无持续风向,北风,≤3级,3-4级
2012-04-08,beijing,晴/晴,22℃/8℃,无持续风向≤3级/无持续风向≤3级,晴,晴,22.0,8.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-09,beijing,晴/多云,25℃/14℃,南风3-4级/无持续风向≤3级,晴,多云,25.0,14.0,南风,无持续风向,3-4级,≤3级
2012-04-10,beijing,阵雨/阴,20℃/10℃,北风3-4级/北风4-5级,阵雨,阴,20.0,10.0,北风,北风,3-4级,4-5级
2012-04-11,beijing,晴/多云,20℃/9℃,北风4-5级/无持续风向≤3级,晴,多云,20.0,9.0,北风,无持续风向,4-5级,≤3级
2012-04-12,beijing,晴/晴,23℃/10℃,无持续风向≤3级/无持续风向≤3级,晴,晴,23.0,10.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-13,beijing,晴/晴,26℃/11℃,无持续风向≤3级/无持续风向≤3级,晴,晴,26.0,11.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-14,beijing,多云/多云,28℃/14℃,南风3-4级/无持续风向≤3级,多云,多云,28.0,14.0,南风,无持续风向,3-4级,≤3级
2012-04-15,beijing,多云/晴,27℃/9℃,北风4-5级/北风4-5级,多云,晴,27.0,9.0,北风,北风,4-5级,4-5级
2012-04-16,beijing,晴/晴,23℃/10℃,无持续风向≤3级/无持续风向≤3级,晴,晴,23.0,10.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-17,beijing,晴/多云,28℃/14℃,南风3-4级/南风3-4级,晴,多云,28.0,14.0,南风,南风,3-4级,3-4级
2012-04-18,beijing,阴/阵雨,24℃/14℃,南风3-4级/无持续风向≤3级,阴,阵雨,24.0,14.0,南风,无持续风向,3-4级,≤3级
2012-04-19,beijing,雷阵雨/雷阵雨,22℃/12℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,22.0,12.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-20,beijing,多云/阵雨,23℃/11℃,无持续风向≤3级/无持续风向≤3级,多云,阵雨,23.0,11.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-21,beijing,小雨/雾,18℃/11℃,无持续风向≤3级/无持续风向≤3级,小雨,雾,18.0,11.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-22,beijing,多云/雾,19℃/9℃,南风3-4级/无持续风向≤3级,多云,雾,19.0,9.0,南风,无持续风向,3-4级,≤3级
2012-04-23,beijing,阴/中到大雨,25℃/14℃,无持续风向≤3级/无持续风向≤3级,阴,中到大雨,25.0,14.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-24,beijing,中雨/小雨,19℃/11℃,北风3-4级/北风3-4级,中雨,小雨,19.0,11.0,北风,北风,3-4级,3-4级
2012-04-25,beijing,晴/晴,21℃/6℃,北风4-5级/北风3-4级,晴,晴,21.0,6.0,北风,北风,4-5级,3-4级
2012-04-26,beijing,晴/多云,24℃/13℃,无持续风向≤3级/北风3-4级,晴,多云,24.0,13.0,无持续风向,北风,≤3级,3-4级
2012-04-27,beijing,晴/晴,23℃/12℃,北风4-5级/北风4-5级,晴,晴,23.0,12.0,北风,北风,4-5级,4-5级
2012-04-28,beijing,多云/晴,22℃/10℃,无持续风向≤3级/无持续风向≤3级,多云,晴,22.0,10.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-29,beijing,多云/浮尘,21℃/12℃,无持续风向≤3级/无持续风向≤3级,多云,浮尘,21.0,12.0,无持续风向,无持续风向,≤3级,≤3级
2012-04-30,beijing,阴/阵雨,24℃/16℃,无持续风向≤3级/无持续风向≤3级,阴,阵雨,24.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-01,beijing,阴/阴,22℃/14℃,无持续风向≤3级/无持续风向≤3级,阴,阴,22.0,14.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-02,beijing,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级,晴,晴,30.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-03,beijing,晴/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级,晴,晴,31.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-04,beijing,多云/多云,32℃/17℃,无持续风向≤3级/无持续风向≤3级,多云,多云,32.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-05,beijing,晴/晴,31℃/15℃,无持续风向≤3级/无持续风向≤3级,晴,晴,31.0,15.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-06,beijing,晴/多云,31℃/18℃,无持续风向≤3级/无持续风向≤3级,晴,多云,31.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-07,beijing,晴/阵雨,25℃/14℃,无持续风向≤3级/无持续风向≤3级,晴,阵雨,25.0,14.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-08,beijing,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级,晴,晴,30.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-09,beijing,阴/阴,29℃/17℃,无持续风向≤3级/无持续风向≤3级,阴,阴,29.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-10,beijing,晴/阵雨,30℃/18℃,无持续风向≤3级/无持续风向≤3级,晴,阵雨,30.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-11,beijing,小到中雨/小到中雨,23℃/16℃,无持续风向≤3级/无持续风向≤3级,小到中雨,小到中雨,23.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-12,beijing,阵雨/晴,25℃/12℃,北风3-4级/无持续风向≤3级,阵雨,晴,25.0,12.0,北风,无持续风向,3-4级,≤3级
2012-05-13,beijing,阴/多云,26℃/15℃,无持续风向≤3级/无持续风向≤3级,阴,多云,26.0,15.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-14,beijing,晴/多云,25℃/13℃,北风4-5级/北风3-4级,晴,多云,25.0,13.0,北风,北风,4-5级,3-4级
2012-05-15,beijing,晴/多云,27℃/14℃,无持续风向≤3级/北风3-4级,晴,多云,27.0,14.0,无持续风向,北风,≤3级,3-4级
2012-05-16,beijing,晴/晴,27℃/15℃,北风3-4级/北风3-4级,晴,晴,27.0,15.0,北风,北风,3-4级,3-4级
2012-05-17,beijing,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级,晴,晴,30.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-18,beijing,晴/雷阵雨,32℃/18℃,南风3-4级/无持续风向≤3级,晴,雷阵雨,32.0,18.0,南风,无持续风向,3-4级,≤3级
2012-05-19,beijing,雷阵雨/雷阵雨,30℃/18℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,30.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-20,beijing,雷阵雨/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,多云,27.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-21,beijing,阴/阴,28℃/20℃,无持续风向≤3级/无持续风向≤3级,阴,阴,28.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-22,beijing,阴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级,阴,多云,27.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-23,beijing,晴/多云,28℃/18℃,无持续风向≤3级/无持续风向≤3级,晴,多云,28.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-24,beijing,晴/多云,29℃/16℃,无持续风向≤3级/无持续风向≤3级,晴,多云,29.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-25,beijing,晴/阴,28℃/15℃,无持续风向≤3级/无持续风向≤3级,晴,阴,28.0,15.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-26,beijing,晴/晴,33℃/19℃,无持续风向≤3级/无持续风向≤3级,晴,晴,33.0,19.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-27,beijing,晴/晴,34℃/20℃,无持续风向≤3级/无持续风向≤3级,晴,晴,34.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-28,beijing,晴/阴,33℃/22℃,南风3-4级/无持续风向≤3级,晴,阴,33.0,22.0,南风,无持续风向,3-4级,≤3级
2012-05-29,beijing,雷阵雨/阴,27℃/15℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,阴,27.0,15.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-30,beijing,晴/多云,27℃/14℃,无持续风向≤3级/无持续风向≤3级,晴,多云,27.0,14.0,无持续风向,无持续风向,≤3级,≤3级
2012-05-31,beijing,阴/雷阵雨,27℃/17℃,无持续风向≤3级/无持续风向≤3级,阴,雷阵雨,27.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-01,beijing,阴/雷阵雨,24℃/16℃,无持续风向≤3级/无持续风向≤3级,阴,雷阵雨,24.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-02,beijing,多云/雷阵雨,28℃/17℃,无持续风向≤3级/无持续风向≤3级,多云,雷阵雨,28.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-03,beijing,中雨/阴,25℃/16℃,无持续风向≤3级/无持续风向≤3级,中雨,阴,25.0,16.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-04,beijing,晴/多云,32℃/19℃,无持续风向≤3级/无持续风向≤3级,晴,多云,32.0,19.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-05,beijing,多云/多云,32℃/20℃,无持续风向≤3级/无持续风向≤3级,多云,多云,32.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-06,beijing,阴/雷阵雨,31℃/20℃,无持续风向≤3级/无持续风向≤3级,阴,雷阵雨,31.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-07,beijing,多云/雷阵雨,32℃/21℃,无持续风向≤3级/无持续风向≤3级,多云,雷阵雨,32.0,21.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-08,beijing,多云/多云,33℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,多云,33.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-09,beijing,雷阵雨/雷阵雨,32℃/18℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,32.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-10,beijing,多云/晴,29℃/15℃,北风3-4级/无持续风向≤3级,多云,晴,29.0,15.0,北风,无持续风向,3-4级,≤3级
2012-06-11,beijing,晴/多云,32℃/18℃,无持续风向≤3级/无持续风向≤3级,晴,多云,32.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-12,beijing,阴/阴,29℃/18℃,无持续风向≤3级/无持续风向≤3级,阴,阴,29.0,18.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-13,beijing,雷阵雨/雷阵雨,26℃/17℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,26.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-14,beijing,多云/阴,27℃/17℃,无持续风向≤3级/无持续风向≤3级,多云,阴,27.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-15,beijing,多云/多云,29℃/17℃,无持续风向≤3级/无持续风向≤3级,多云,多云,29.0,17.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-16,beijing,晴/晴,34℃/22℃,无持续风向≤3级/无持续风向≤3级,晴,晴,34.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-17,beijing,晴/晴,38℃/24℃,无持续风向≤3级/无持续风向≤3级,晴,晴,38.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-18,beijing,多云/多云,37℃/23℃,无持续风向≤3级/无持续风向≤3级,多云,多云,37.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-19,beijing,多云/阴,33℃/23℃,无持续风向≤3级/无持续风向≤3级,多云,阴,33.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-20,beijing,阴/阴,32℃/22℃,无持续风向≤3级/无持续风向≤3级,阴,阴,32.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-21,beijing,多云/阴,32℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,阴,32.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-22,beijing,阴/阴,31℃/22℃,无持续风向≤3级/无持续风向≤3级,阴,阴,31.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-23,beijing,多云/雷阵雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,雷阵雨,30.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-24,beijing,中雨/雷阵雨,26℃/20℃,无持续风向≤3级/无持续风向≤3级,中雨,雷阵雨,26.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-25,beijing,阴/雾,28℃/22℃,无持续风向≤3级/无持续风向≤3级,阴,雾,28.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-26,beijing,阵雨/阴,26℃/22℃,无持续风向≤3级/无持续风向≤3级,阵雨,阴,26.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-27,beijing,多云/阵雨,27℃/21℃,无持续风向≤3级/无持续风向≤3级,多云,阵雨,27.0,21.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-28,beijing,中雨/中雨,25℃/20℃,无持续风向≤3级/无持续风向≤3级,中雨,中雨,25.0,20.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-29,beijing,小雨/多云,26℃/19℃,无持续风向≤3级/无持续风向≤3级,小雨,多云,26.0,19.0,无持续风向,无持续风向,≤3级,≤3级
2012-06-30,beijing,晴/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级,晴,晴,33.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-01,beijing,雷阵雨/多云,35℃/23℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,多云,35.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-02,beijing,晴/晴,35℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,晴,35.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-03,beijing,晴/多云,35℃/24℃,无持续风向≤3级/无持续风向≤3级,晴,多云,35.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-04,beijing,雷阵雨/小到中雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,小到中雨,30.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-05,beijing,阴/阴,31℃/22℃,无持续风向≤3级/无持续风向≤3级,阴,阴,31.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-06,beijing,多云/雷阵雨,32℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,雷阵雨,32.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-07,beijing,雷阵雨/雷阵雨,28℃/23℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,28.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-08,beijing,小雨/雷阵雨,30℃/24℃,无持续风向≤3级/无持续风向≤3级,小雨,雷阵雨,30.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-09,beijing,阴/中雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级,阴,中雨,30.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-10,beijing,雷阵雨/雷阵雨,31℃/23℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,雷阵雨,31.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-11,beijing,晴/雷阵雨,34℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,雷阵雨,34.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-12,beijing,雷阵雨/阵雨,32℃/22℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,阵雨,32.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-13,beijing,多云/阴,30℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,阴,30.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-14,beijing,多云/多云,31℃/21℃,无持续风向≤3级/无持续风向≤3级,多云,多云,31.0,21.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-15,beijing,晴/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级,晴,晴,33.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-16,beijing,晴/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,晴,34.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-17,beijing,晴/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,晴,34.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-18,beijing,多云/多云,32℃/23℃,无持续风向≤3级/无持续风向≤3级,多云,多云,32.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-19,beijing,多云/多云,32℃/25℃,无持续风向≤3级/无持续风向≤3级,多云,多云,32.0,25.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-20,beijing,多云/多云,33℃/26℃,无持续风向≤3级/无持续风向≤3级,多云,多云,33.0,26.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-21,beijing,中雨/暴雨,30℃/23℃,无持续风向≤3级/无持续风向≤3级,中雨,暴雨,30.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-22,beijing,多云/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,晴,33.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-23,beijing,晴/多云,33℃/24℃,无持续风向≤3级/无持续风向≤3级,晴,多云,33.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-24,beijing,阴/阴,30℃/24℃,无持续风向≤3级/无持续风向≤3级,阴,阴,30.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-25,beijing,小到中雨/中到大雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级,小到中雨,中到大雨,29.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-26,beijing,雷阵雨/阵雨,28℃/24℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,阵雨,28.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-27,beijing,雷阵雨/中雨,28℃/24℃,无持续风向≤3级/无持续风向≤3级,雷阵雨,中雨,28.0,24.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-28,beijing,大雨/中雨,27℃/23℃,无持续风向≤3级/无持续风向≤3级,大雨,中雨,27.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-29,beijing,晴/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,晴,34.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-30,beijing,多云/中雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级,多云,中雨,31.0,22.0,无持续风向,无持续风向,≤3级,≤3级
2012-07-31,beijing,中雨/小雨,25℃/19℃,无持续风向≤3级/无持续风向≤3级,中雨,小雨,25.0,19.0,无持续风向,无持续风向,≤3级,≤3级
2012-08-01,beijing,小雨/阴,24℃/21℃,无持续风向≤3级/无持续风向≤3级,小雨,阴,24.0,21.0,无持续风向,无持续风向,≤3级,≤3级
2012-08-02,beijing,晴/多云,29℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,多云,29.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-08-03,beijing,阴/阴,28℃/23℃,无持续风向≤3级/无持续风向≤3级,阴,阴,28.0,23.0,无持续风向,无持续风向,≤3级,≤3级
2012-08-04,beijing,晴/阴,32℃/23℃,无持续风向≤3级/无持续风向≤3级,晴,阴,32.0,23.0,无持续风向,无持续风向,≤3级,≤3级
